Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
500158,GIC Big Value (QRT),GICBGVL-B,GICBGVL-B,Delisted,Z ,10.00,-, ,Equity,-,-,-,-,
500159,Metroglobal Limited,METROGLOBL,Metroglobal Limited,Active,X ,10.00,INE085D01033,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
500160,GTL Ltd,GTL,GTL LTD.,Active,B ,10.00,INE043A01012,Other Telecom Services,Equity,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services,
500161,"Global Trust Bank Ltd.,",GTB,GLOBAL TRUST BANK LTD.,Delisted,T ,10.00,INE130A01017, ,Equity,-,-,-,-,
500162,Parrys  Sugar  Industries Limited,PARRYSUGAR,PARRYS SUGAR INDUSTRIES LTD.,Delisted,B ,10.00,INE353B01021, ,Equity,-,-,-,-,
500163,"Godfrey Phillips India Ltd.,",GODFRYPHLP,GODFREY PHILLIPS INDIA LTD.,Active,A ,2.00,INE260B01028,Cigarettes & Tobacco Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products,
500164,Godrej Industries Ltd.,GODREJIND,GODREJ INDUSTRIES LTD.,Active,A ,1.00,INE233A01035,Diversified,Equity,Diversified,Diversified,Diversified,Diversified,
500165,Kansai Nerolac Paints,KANSAINER,KANSAI NEROLAC PAINTS LTD.,Active,A ,1.00,INE531A01024,Paints,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints,
500166,"Goodricke Group Ltd.,",GOODRICKE,GOODRICKE GROUP LTD.,Active,X ,10.00,INE300A01016,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,
500167,"Good Value Marketing Co. Ltd.,",GOVMC,GOOD VALUE MARKETING CO.LTD.,Delisted,Z ,10.00,INE532A01014, ,Equity,-,-,-,-,
500168,"Goodyear India Ltd.,",GOODYEAR,GOODYEAR INDIA LTD.,Active,B ,10.00,INE533A01012,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,
500169,"Grapco Mining & Co. Ltd.,",GRPCOMI,GRAPCO MINING & CO.LTD.,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-,
500170,GTN Industries Limited,GTNINDS,GTN INDUSTRIES LTD.,Active,XT,10.00,INE537A01013,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
500171,GHCL Ltd.,GHCL,GHCL LTD.,Active,A ,10.00,INE539A01019,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,
500173,GFL LIMITED,GFLLIMITED,GFL Ltd,Active,B ,1.00,INE538A01037,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company,
500174,"Gujarat Lease Financing Limited,",GLFL,GUJARAT LEASE FINANCING LTD.,Active,B ,10.00,INE540A01017,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
500175,"Gujarat Telephone Cables, Ltd.,",GTCL,GUJARAT TELEPHONE CABLES LTD.,Delisted,B ,10.00,INE261B01018, ,Equity,-,-,-,-,
500176,HAMCO Mining & Smelting ltd.,HAMCMIN-B,HAMCO MINING & SMELTING LTD.,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-,
500177,Hanil Era Textiles Ltd.,HANILERA,HANIL ERA TEXTILES LTD.,Delisted,T ,10.00,INE021D01012, ,Equity,-,-,-,-,
500178,"Harig Crankshafts Ltd.,",HARCR,HARIG CRANKSHAFTS LTD.,Suspended,XT,1.00,INE905C01026,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
500179,HCL Infosystems Ltd,HCL-INSYS,HCL INFOSYSTEMS LTD.,Active,T ,2.00,INE236A01020,Computers Hardware & Equipments,Equity,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,
500180,HDFC Bank Ltd.,HDFCBANK,HDFC Bank Ltd,Active,A ,1.00,INE040A01034,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,
500181,Herbertsons Ltd.,HRBTSON-B,HERBERTSONS LTD.,Delisted,B ,10.00,INE546A1014 , ,Equity,-,-,-,-,
500182,Hero MotoCorp Limited,HEROMOTOCO,HERO MOTOCORP LTD.,Active,A ,2.00,INE158A01026,2/3 Wheelers,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers,
500183,HFCL LIMITED,HFCL,HFCL Ltd,Active,A ,1.00,INE548A01028,Telecom - Infrastructure,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure,
500184,Himadri Speciality Chemical Ltd.,HSCL,Himadri Speciality Chemical Ltd,Active,A ,1.00,INE019C01026,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
500185,"Hindustan Construction Co. Ltd.,",HCC,HINDUSTAN CONSTRUCTION CO.LTD.,Active,A ,1.00,INE549A01026,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
500186,Hindustan Oil Exploration Co. Ltd.,HINDOILEXP,HINDUSTAN OIL EXPLORATION CO.LTD.,Active,A ,10.00,INE345A01011,Oil Exploration & Production,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production,
500187,AGI GREENPAC LIMITED,AGI,Agi Greenpac Ltd,Active,A ,2.00,INE415A01038,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging,
500188,"Hindustan Zinc Ltd.,",HINDZINC,HINDUSTAN ZINC LTD.,Active,A ,2.00,INE267A01025,Zinc,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Zinc,
500189,NDL Ventures Limited,NDLVENTURE,NDL Ventures Ltd,Active,T ,10.00,INE353A01023,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,
500190,Hitech Drilling Services India Ltd.,HITDRDM,HITECH DRILLING SERVICES INDIA LTD.,Delisted,B ,10.00,INE555A01015, ,Equity,-,-,-,-,
500191,HMT Limited,HMT,HMT LTD.,Active,Z ,10.00,INE262A01018,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,
500192,Prag Bosimi Synthetics Ltd.,PRAGBOS,PRAG BOSIMI SYNTHETICS LTD.,Active,X ,10.00,INE962B01011,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
500193,HLV LIMITED,HLVLTD,HLV Ltd,Active,B ,2.00,INE102A01024,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,
500195,Hotline Glass Ltd.,HOTLINGLAS,HOTLINE GLASS LTD.,Delisted,XD,10.00,INE676B01017, ,Equity,-,-,-,-,
500197,"Hytaisun Magnetics Ltd.,",HTSUMAG,HYTAISUN MAGNETICS LTD.,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-,
500198,"IBP Co. Ltd.,",IBP,IBP CO.LTD.,Delisted,B ,10.00,INE261A01010, ,Equity,-,-,-,-,
500199,IG Petrochemicals Ltd,IGPL,I G PETROCHEMICALS LTD.,Active,B ,10.00,INE204A01010,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,
500201,India Glycols Ltd,INDIAGLYCO,INDIA GLYCOLS LTD.,Active,A ,10.00,INE560A01015,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,
500202,"India Lease Devl. Ltd.,",INDLEASE,INDIA LEASE DEVELOPMENT LTD.,Active,XT,10.00,INE333C01013,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
500203,"India Polyfibres Ltd.,",INDPOLY,INDIA POLYFIBRES LTD.,Delisted,B ,10.00,INE860C01015, ,Equity,-,-,-,-,
500204,"India Securities Ltd.,",INDSEC,INDIA SECURITIES LTD.,Delisted,B ,1.00,INE134A01035, ,Equity,-,-,-,-,
500206,Margo Finance Limited,MARGOFIN,Margo Finance Limited,Active,X ,10.00,INE680B01019,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
500207,"Indo Rama Synthetics (India) Ltd.,",INDORAMA,INDO RAMA SYNTHETICS (INDIA) LTD.,Active,B ,10.00,INE156A01020,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
500208,Indu Nissan Oxo-Chemical Industries,INDUNISS,INDU NISSAN OXO-CHEMICAL INDUSTRIES LTD.,Delisted,X ,10.00,INE599C01019, ,Equity,-,-,-,-,
500209,Infosys Ltd,INFY,INFOSYS LTD.,Active,A ,5.00,INE009A01021,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
500210,Ingersoll-Rand (India) Ltd.,INGERRAND,INGERSOLL-RAND (INDIA) LTD.,Active,A ,10.00,INE177A01018,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines",
500211,Insilco Ltd,INSILCO,INSILCO LTD.,Suspended,X ,10.00,INE901A01011,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals,
500212,Integrated Financial Services Ltd.,IFSL,INTEGRATED FINANCIAL SERVICES LTD.,Delisted,XT,10.00,INE898B01017,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
500213,International Travel House Ltd,ITHL,INTERNATIONAL TRAVEL HOUSE LTD.-$,Active,X ,10.00,INE262B01016,"Tour, Travel Related Services",Equity,Consumer Discretionary,Consumer Services,Leisure Services,"Tour, Travel Related Services",
500214,Ion Exchange (India) Ltd,IONEXCHANG,ION EXCHANGE (INDIA) LTD.-$,Active,A ,1.00,INE570A01022,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
500215,Agro Tech Foods Ltd,ATFL,AGRO TECH FOODS LTD.,Active,B ,10.00,INE209A01019,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,
500216,ITC Hotels Limited,ITCHOTEL,ITC HOTELS LTD.,Delisted,B ,10.00,INE379A01010, ,Equity,-,-,-,-,
500217,ITW Signode India Ltd,ITWSGDM,ITW SIGNODE INDIA LTD.,Delisted,B ,10.00,INE240A01014, ,Equity,-,-,-,-,
500218,J.K.Pharmachem Ltd.,JKPHARMA,J.K.PHARMACHEM LTD.,Suspended,XT,10.00,INE335C01018,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
500219,"Jain Irrigation Systems Ltd.,",JISLJALEQS,JAIN IRRIGATION SYSTEMS LTD.,Active,A ,2.00,INE175A01038,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,
500220,Jasch Industries Ltd.,JASCH,JASCH INDUSTRIES LTD.,Active,X ,10.00,INE711C01010,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
500221,"Jaypee Hotels Ltd.,",JPHOTEL,JAYPEE HOTELS LTD.,Delisted,T ,10.00,INE851A01018, ,Equity,-,-,-,-,
500222,"JCT Electronics Ltd.,",JCTEL,JCT ELECTRONICS LTD.,Delisted,XT,1.00,INE264B01020, ,Equity,-,-,-,-,
500223,JCT Ltd,JCTLTD,JCT LTD.,Active,X ,2.50,INE945A01026,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
500224,Nalwa Sons Investment Ltd,JNDST,JNDST,Delisted,B ,10.00,INE023A01014, ,Equity,-,-,-,-,
500226,Consolidated Finvest & Holdings Limited,CONSOFIN,CONSOLIDATED FINVEST & HOLDINGS LTD.,Delisted,B ,10.00,INE025A01027, ,Equity,-,-,-,-,
500227,Jindal Poly Films Ltd.,JINDALPOLY,JINDAL POLY FILMS LTD.,Active,A ,10.00,INE197D01010,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging,
500228,JSW Steel Limited,JSWSTEEL,JSW STEEL LTD.,Active,A ,1.00,INE019A01038,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,
500229,JSW Steel Limited,JINDVJY,JINDVJY,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-,
500230,JSW Steel Limited,JINDALV,JINDALV,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-,
500231,Umang Dairies Limited,UMANGDAIR,UMANG DAIRIES LTD.,Active,B ,5.00,INE864B01027,Dairy Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,
500232,Jord Engineers India Ltd,JORDENG-B,JORD ENGINEERS INDIA LTD.,Delisted,P ,10.00,INE666F01019, ,Equity,-,-,-,-,
500233,Kajaria Ceramics Ltd,KAJARIACER,KAJARIA CERAMICS LTD.,Active,A ,1.00,INE217B01036,Ceramics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics,
500234,Kakatiya Cement Sugar & Industries Ltd.,KAKATCEM,KAKATIYA CEMENT SUGAR & INDUSTRIES LTD.,Active,B ,10.00,INE437B01014,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,
500235,Kalyani Steels Ltd,KSL,KALYANI STEELS LTD.,Active,B ,5.00,INE907A01026,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,
500236,Kanel Industries Limited,KANELIND,Kanel Industries Limited,Active,XT,10.00,INE252C01015,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
500237,Kedia Distilleries Ltd.,KEDIADI-B,KEDIA DISTILLERIES LTD.,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-,
500238,Whirlpool of India Ltd,WHIRLPOOL,WHIRLPOOL OF INDIA LTD.,Active,A ,10.00,INE716A01013,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,
500239,K.G.Denim Ltd,KGDENIM,KG DENIM LTD.,Active,X ,10.00,INE104A01012,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
500240,"Kinetic Engineering Ltd.,",KINETICENG,KINETIC ENGINEERING LTD.,Active,X ,10.00,INE266B01017,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
500241,"Kirloskar Brothers Ltd.,",KIRLOSBROS,KIRLOSKAR BROTHERS LTD.-$,Active,B ,2.00,INE732A01036,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines",
500242,"Kirloskar Pneumatic Co. Ltd.,",KIRPNDM,KIRLOSKAR PNEUMATIC CO.LTD.,Delisted,B ,10.00,INE328A01017, ,Equity,-,-,-,-,
500243,Kirloskar Industries Ltd,KIRLOSIND,Kirloskar Industries Ltd,Active,B ,10.00,INE250A01039,Castings & Forgings,Equity,Industrials,Capital Goods,Industrial Products,Castings & Forgings,
500245,Kirloskar Ferrous Industries Ltd.,KIRLFER,KIRLOSKAR FERROUS INDUSTRIES LTD.,Active,A ,5.00,INE884B01025,Pig Iron,Equity,Commodities,Metals & Mining,Ferrous Metals,Pig Iron,
500246,Envair Electrodyne Ltd.,ENVAIREL,ENVAIR ELECTRODYNE LTD.,Active,XT,10.00,INE601C01013,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,
500247,Kotak Mahindra Bank Ltd.,KOTAKBANK,KOTAK MAHINDRA BANK LTD.,Active,A ,5.00,INE237A01028,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,
500248,KRISHNA FILAMENT INDUSTRIES LIMITED,KRIFILIND,Krishna Filament Industries Ltd,Active,XT,10.00,INE073A01019,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,
500249,KSB LIMITED,KSB,KSB Ltd,Active,A ,10.00,INE999A01015,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines",
500250,L.g.Balkrishnan & Bros. Ltd.,LGBBROSLTD,L.G.BALAKRISHNAN & BROS.LTD.,Active,A ,10.00,INE337A01034,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
500251,Trent Ltd [Lakme Ltd],TRENT,TRENT LTD.,Active,A ,1.00,INE849A01020,Speciality Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,
500252,"Lakshmi Machine Works Ltd.,",LAXMIMACH,LAKSHMI MACHINE WORKS LTD.,Active,A ,10.00,INE269B01029,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,
500253,Lic Housing Finance Ltd.,LICHSGFIN,LIC HOUSING FINANCE LTD.,Active,A ,2.00,INE115A01026,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company,
500254,Uttam Value Steels Limited,UTTAMVALUE,UTTAM VALUE STEELS LTD.,Delisted,B ,1.00,INE292A01023, ,Equity,-,-,-,-,
500255,"L.M.L. Limited,",LML,LML LTD.,Delisted,X ,10.00,INE862A01015, ,Equity,-,-,-,-,
500256,"Lok Housing & Construction Ltd.,",LOKHSG,LOK HOUSING & CONSTRUCTIONS LTD.-$,Delisted,Z ,10.00,INE367C01011, ,Equity,-,-,-,-,
500257,Lupin Ltd,LUPIN,LUPIN LTD.,Active,A ,2.00,INE326A01037,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
500258,Lupin Laboratories Ltd.,LUPINDM,LUPIN LABORATORIES LTD.,Delisted,B ,10.00,INE327A01019, ,Equity,-,-,-,-,
500259,"Lyka Labs Ltd.,",LYKALABS,LYKA LABS LTD.,Active,B ,10.00,INE933A01014,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
500260,The Ramco Cements Limited,RAMCOCEM,The Ramco Cements Limited,Active,A ,1.00,INE331A01037,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,
500261,"Madras Petro-Chem. Ltd.,",MDRPTRO,MADRAS PETRO-CHEM LTD.,Delisted,P ,10.00,NA          , ,Equity,-,-,-,-,
500262,HYBRID FINANCIAL SERVICES LIMITED,HYBRIDFIN,Hybrid Financial Services Ltd,Active,T ,5.00,INE965B01022,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
500264,"Mafatlal Industries Ltd.,",MAFATIND,MAFATLAL INDUSTRIES LTD.-$,Active,X ,2.00,INE270B01035,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
500265,Maharashtra Seamless Ltd.,MAHSEAMLES,MAHARASHTRA SEAMLESS LTD.,Active,A ,5.00,INE271B01025,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,
500266,"Maharashtra Scooters Ltd.,",MAHSCOOTER,MAHARASHTRA SCOOTERS LTD.,Active,A ,10.00,INE288A01013,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company,
500267,"Majestic Auto Ltd.,",MAJESAUT,MAJESTIC AUTO LTD.-$,Active,X ,10.00,INE201B01022,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
500268,"Manali Petrochemicals Ltd.,",MANALIPETC,MANALI PETROCHEMICAL LTD.,Active,B ,5.00,INE201A01024,Petrochemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,
500269,"Mardia Chemicals Ltd.,",MARDIACH,MARDIA CHEMICALS LTD.,Delisted,B ,10.00,INE273B01013, ,Equity,-,-,-,-,
500270,"Baroda Rayon Corpn. Ltd.,",BARODARY,BARODA RAYON CORPORATION LTD.,Active,XT,10.00,INE461A01024,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
500271,Max Financial Services Limited,MFSL,Max Financial Services Ltd,Active,A ,2.00,INE180A01020,Life Insurance,Equity,Financial Services,Financial Services,Insurance,Life Insurance,
500272,Maxworth Orchards (India) Ltd.,MAXWORC-B,MAXWORTH ORCHARDS (INDIA) LTD.,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-,
500273,"Mcdowell & Co. Ltd.,",MCDWLDM,MCDWLDM,Delisted,B ,10.00,INE887A01012, ,Equity,-,-,-,-,
500274,Mesco Pharmaceuticals Ltd.,MESPHAR-B,MESCO PHARMACEUTICALS LTD.,Suspended,ZP,10.00,INE839X01015,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
500275,MTZ Industries Ltd.,MTZIND,MTZ INDUSTRIES LTD.,Delisted,X ,10.00,INE865A01018, ,Equity,-,-,-,-,
500276,Micro Plantae Ltd.,MICROPL-B,MICRO PLANTAE LTD.,Delisted,P ,10.00,NA          , ,Equity,-,-,-,-,
500277,Mid India Industries Limited,MIDINDIA,MID INDIA INDUSTRIES LTD.,Active,XT,10.00,INE401C01018,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
500278,"Mideast (India) Ltd.,",MIDESTI-B,MIDEAST (INDIA) LTD.,Delisted,P ,10.00,INE844X01015,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
500279,Mirc Electronics Ltd,MIRCELECTR,MIRC ELECTRONICS LTD.,Active,T ,1.00,INE831A01028,Consumer Electronics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,
500280,"Century Enka Ltd.,",CENTENKA,CENTURY ENKA LTD.,Active,B ,10.00,INE485A01015,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
500282,"Modern Thread (India) Ltd.,",MDRNTHR-B,MODERN THREADS (INDIA) LTD.,Suspended,T ,10.00,INE794W01014,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
500283,Modern Terry Towels Ltd,MDTERYT-B,MODERN TERRY TOWELS LTD.,Delisted,P ,10.00,NA          , ,Equity,-,-,-,-,
500284,Lords Chloro Alkali Ltd,LORDSCHLO,LORDS CHLORO ALKALI LTD.,Active,B ,10.00,INE846D01012,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,
500285,SpiceJet Limited,SPICEJET,SPICEJET LTD.,Active,B ,10.00,INE285B01017,Airline,Equity,Services,Services,Transport Services,Airline,
500286,"Montari Industries Ltd.,",MONTA,MONTARI INDUSTRIES LTD.,Delisted,Z ,10.00,INE407C01015, ,Equity,-,-,-,-,
500288,Morepen Laboratories Ltd.,MOREPENLAB,MOREPEN LABORATORIES LTD.,Active,A ,2.00,INE083A01026,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
500289,Morgan Stanley Growth Fund,MSGF,MORGAN STANLEY GROWTH FUND,Delisted,B ,10.00,INF063A01019, ,Equity,-,-,-,-,
500290,"M.R.F. Ltd.,",MRF,MRF LTD.,Active,A ,10.00,INE883A01011,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,
500292,HeidelbergCement  India Limited,HEIDELBERG,HEIDELBERGCEMENT INDIA LTD.,Active,A ,10.00,INE578A01017,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,
500293,"Mysore Kirloskar Ltd.,",MYSRKIR-B,MYSORE KIRLOSKAR LTD.,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-,
500294,NCC Limited,NCC,NCC Limited,Active,A ,2.00,INE868B01028,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
500295,Vedanta Limited,VEDL,Vedanta Limited,Active,A ,1.00,INE205A01025,Diversified Metals,Equity,Commodities,Metals & Mining,Diversified Metals,Diversified Metals,
500296,"Nahar Spinning Mills Ltd.,",NAHARSPING,NAHAR SPINNING MILLS LTD.,Active,B ,5.00,INE290A01027,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
